,filepath,pub_date,page_seq_num,edition_seq_num,batch,lccn,box,score,ocr,place_of_publication,geographic_coverage,name,publisher,url,page_url
0,khi_jennison_ver01/data/sn82014635/00280760523/1895092801/0605/003_0_96.jpg,1895-09-28,605,1,khi_jennison_ver01,sn82014635,"[0.8131183580000001, 0.5237411940000001, 0.9416957968, 0.6865472268]",0.9610310197,"['IB', 'Hill', 'm', 'HW', 'n', 'h', 'W', 'saw', 'IbB', 'fsssri', 'ssal', 'ssssl', 'fl', 'JHflflL', 'MWBn&tFfcim', 'a5', 'lllsBal', '9', 'bssh', ""IH'bssW"", 'bssR', 'ssssl', 'HI', 'aHI', '1', 'ssfl', 'saw', 'afaWl', 'El', 'B', 'IS', 'sT', 'frill', ""ITt'-rimissslsssss?-'"", ""'"", ""IsBBBBBBBSBBSsV'HOl"", 'BKbBBBbIBBb!', 'IfSHraHrSssE', 'I', 'JHHsBBBBBSSSIBaW', ""'"", 'SksSsBBBBBBBal', 'aT:&aUaaaDsZ\'""-MaaataVal', 'KEYSTONE', 'HOUSE', 'J', 'D', 'CnOLI.E?;BEEOBHt', 'Prnt,', '228,', '230', 'N', 'X', 'In', 'St.', '-', 'Wlch', 't', 'Kn', 'iCaU-t:', 'j.', 'a', 'day;', '&', 'a', 'week;', '20', 'a', 'm-al']","Wichita, Kan.",['Kansas--Sedgwick--Wichita'],The Wichita daily eagle. [volume],M.M. Murdock & R.P. Murdock,https://news-navigator.labs.loc.gov/data/khi_jennison_ver01/data/sn82014635/00280760523/1895092801/0605/003_0_96.jpg,https://chroniclingamerica.loc.gov/data/batches/khi_jennison_ver01/data/sn82014635/00280760523/1895092801/0605.jp2
1,iune_bravo_ver01/data/sn84025828/00294555705/1895021601/0651/001_0_96.jpg,1895-02-16,651,1,iune_bravo_ver01,sn84025828,"[0.7328515026, 0.048987254200000004, 0.9735511601000001, 0.2992571632]",0.962228179,"['li&', 'Cy', ""'jk"", 'saBBaBsBsBaBl', 'Upr', 'jag', 'H', 'm', ""';"", ""'"", '15', 'JHt.', '.ittl-H', 'H', 'HflHfll', 'B', ':4', 'WJff?S!W', 'vJH', 'ml', 'WjBBBflBHBRBBn', '.,,-,', 'aAW-,', 'ikk', ',,', 'iHlraK', 'f,', '.', 'KM', 'Jn', 'XsV', 'y', 'fiaBllllllilllllHiliH', 'V', 'y', 'SHHHBlB', 'aH', 'ft', 'jBMK', 'iliiiiiiiiiiHHrHiiHHHiiH', ',', 'iBr', 'HRHI', 'IB', 'HON.', 'FRANK', 'J.', 'GAULTER,']","Chicago, Ill.",['Illinois--Cook County--Chicago'],Chicago eagle. [volume],Henry F. Donovan,https://news-navigator.labs.loc.gov/data/iune_bravo_ver01/data/sn84025828/00294555705/1895021601/0651/001_0_96.jpg,https://chroniclingamerica.loc.gov/data/batches/iune_bravo_ver01/data/sn84025828/00294555705/1895021601/0651.jp2
2,uuml_hornacek_ver01/data/sn83045555/206539732/1895091001/0753/001_0_90.jpg,1895-09-10,753,1,uuml_hornacek_ver01,sn83045555,"[0.25892858420000003, 0.3121908003, 0.49818594920000003, 0.5251964449000001]",0.9081011415,"['m', 'C1KAND', 'OFBKA', 'IIOUSK', '1HILDIVO']",Great Salt Lake City [Utah],['Utah--Salt Lake--Salt Lake City'],Deseret evening news. [volume],G.Q. Cannon,https://news-navigator.labs.loc.gov/data/uuml_hornacek_ver01/data/sn83045555/206539732/1895091001/0753/001_0_90.jpg,https://chroniclingamerica.loc.gov/data/batches/uuml_hornacek_ver01/data/sn83045555/206539732/1895091001/0753.jp2
3,mohi_garfield_ver01/data/sn89067274/00294556977/1895062001/0106/007_0_96.jpg,1895-06-20,106,1,mohi_garfield_ver01,sn89067274,"[0.35857806010000004, 0.0499352234, 0.5598991258, 0.2769420621]",0.966317296,"['A', 'New', 'York', 'Woman', 'Who', 'Suffered', 'for', 'Four', 'Years', 'with', 'Nervous', 'Debility', ""Paine's"", 'Celery', 'Compound', 'Made', 'Her', 'Well.', 'I', 'I', 'til', '1', '2S)', 'S3', 'i', '1', 'a', 'sufferer', 'from', 'I', 'richer', 'blood', 'to', 'make', 'them', 'sound']","Mexico, Mo.",['Missouri--Audrain--Mexico'],Mexico weekly ledger.,R.M. White,https://news-navigator.labs.loc.gov/data/mohi_garfield_ver01/data/sn89067274/00294556977/1895062001/0106/007_0_96.jpg,https://chroniclingamerica.loc.gov/data/batches/mohi_garfield_ver01/data/sn89067274/00294556977/1895062001/0106.jp2
4,ct_maple_ver01/data/sn92051487/00271763232/1895122701/0414/000_0_96.jpg,1895-12-27,414,1,ct_maple_ver01,sn92051487,"[0.7417603115, 0.2510058169, 0.8448256583, 0.38829333580000003]",0.9666091204,"['H', 't', 'DEA', 'QEOBOB', 'A', 'LAN', 'SOX', 'HOTT,', '-I', 'fj']","Newtown, Conn.",['Connecticut--Fairfield--Newtown'],The Newtown bee.,A.A. Bensel,https://news-navigator.labs.loc.gov/data/ct_maple_ver01/data/sn92051487/00271763232/1895122701/0414/000_0_96.jpg,https://chroniclingamerica.loc.gov/data/batches/ct_maple_ver01/data/sn92051487/00271763232/1895122701/0414.jp2
5,mohi_eeyore_ver01/data/sn93060416/00294556424/1895060801/0313/001_0_94.jpg,1895-06-08,313,1,mohi_eeyore_ver01,sn93060416,"[0.35287022100000004, 0.4966324023, 0.5489909234, 0.7227614392]",0.9439458847000001,"['1', '-', "".'"", '-', ',.', 'II.', 'D.', 'UKMANU,', 'A.', '-M.', 'llnanliuoualy', 'elected,', 'for', 'the', 'tenth', 'time,', 'a', 'Superintendent', 'of', 'the', 'city', 'school.', 'The', 'choice', 'of', 'the', 'Board', 'ia', 'the', 'choice', 'of', 'the', 'people.']","Lexington, Mo.",['Missouri--Lafayette--Lexington'],The weekly intelligencer. [volume],James E. Payne,https://news-navigator.labs.loc.gov/data/mohi_eeyore_ver01/data/sn93060416/00294556424/1895060801/0313/001_0_94.jpg,https://chroniclingamerica.loc.gov/data/batches/mohi_eeyore_ver01/data/sn93060416/00294556424/1895060801/0313.jp2
6,vi_yes_ver01/data/sn84025841/00175032290/1895122101/0492/007_0_96.jpg,1895-12-21,492,1,vi_yes_ver01,sn84025841,"[0.40512182550000003, 0.5608228172, 0.5740507259000001, 0.744382092]",0.9616978765,[],"Richmond, Va.",['Virginia--Richmond'],Richmond planet. [volume],Planet Pub. Co.,https://news-navigator.labs.loc.gov/data/vi_yes_ver01/data/sn84025841/00175032290/1895122101/0492/007_0_96.jpg,https://chroniclingamerica.loc.gov/data/batches/vi_yes_ver01/data/sn84025841/00175032290/1895122101/0492.jp2
7,wvu_gorn_ver01/data/sn84037217/00271764856/1895121401/0212/001_0_94.jpg,1895-12-14,212,1,wvu_gorn_ver01,sn84037217,"[0.050006886300000004, 0.567664984, 0.29908366340000003, 0.6525351708]",0.940172255,['Ufc'],"Lewisburg, Va. [W. Va.]",['West Virginia--Greenbrier--Lewisburg'],Greenbrier independent. [volume],Joseph Granville,https://news-navigator.labs.loc.gov/data/wvu_gorn_ver01/data/sn84037217/00271764856/1895121401/0212/001_0_94.jpg,https://chroniclingamerica.loc.gov/data/batches/wvu_gorn_ver01/data/sn84037217/00271764856/1895121401/0212.jp2
8,uuml_layden_ver01/data/sn85058217/206534874/1895071201/0328/001_0_90.jpg,1895-07-12,328,1,uuml_layden_ver01,sn85058217,"[0.381187969, 0.2990800732, 0.8049859215, 0.4991525686]",0.9005362988000001,"['J', 'r', 'I', 't', 'I', 'it', '1', 'aJU', 't', '1', 'to', 'of', 'ii', 'a', 'l', '+', 'ut', 't', 'a1t', 'y', '3', 'r', 'r', 'r', 'Mt', 'ztty', 'etleo', 'j', 'Ymil', '0', 'T', 'y', 'v', '4', 'r', 's', 'k', 'IID', 'ciniiuv', 'AN', 'rsiiiiMi', 'HIIOIITHOUNIIIOM', 'AitMniis1', 'urviiv']","Coalville, Utah",['Utah--Summit--Coalville'],The Coalville times. [volume],Times Pub. Co.,https://news-navigator.labs.loc.gov/data/uuml_layden_ver01/data/sn85058217/206534874/1895071201/0328/001_0_90.jpg,https://chroniclingamerica.loc.gov/data/batches/uuml_layden_ver01/data/sn85058217/206534874/1895071201/0328.jp2
9,ndhi_europium_ver01/data/sn88076432/00271740700/1895122601/0761/001_0_98.jpg,1895-12-26,761,1,ndhi_europium_ver01,sn88076432,"[0.3354030918, 0.6362055585, 0.7709138771, 0.8122438508000001]",0.9819304347000001,"['I', ""1$'"", ',)r', '1', ""J'...."", 'I', 'it', 'Harvesting', 'Scene', 'in', 'North', 'Dakota.', ',rhr""yr', 'a', 'I', '...', 'A', 'r.v']","Langdon, N.D.",['North Dakota--Cavalier--Langdon'],Courier Democrat.,Koehmstedt & McLean,https://news-navigator.labs.loc.gov/data/ndhi_europium_ver01/data/sn88076432/00271740700/1895122601/0761/001_0_98.jpg,https://chroniclingamerica.loc.gov/data/batches/ndhi_europium_ver01/data/sn88076432/00271740700/1895122601/0761.jp2
10,ohi_bartleby_ver01/data/sn93054145/00279556094/1895082401/0590/005_0_93.jpg,1895-08-24,590,1,ohi_bartleby_ver01,sn93054145,"[0.3456130797, 0.0603482762, 0.9191312482, 0.2947912743]",0.9307817221,"['Dzieci', 'wyższej', 'klasy', 'w', 'parafii', 'Śtej', 'Jadwigi.']","Toledo, Ohio",['Ohio--Lucas--Toledo'],Ameryka. [volume],A.A. Paryski,https://news-navigator.labs.loc.gov/data/ohi_bartleby_ver01/data/sn93054145/00279556094/1895082401/0590/005_0_93.jpg,https://chroniclingamerica.loc.gov/data/batches/ohi_bartleby_ver01/data/sn93054145/00279556094/1895082401/0590.jp2
11,vi_yes_ver01/data/sn84025841/00175032290/1895011201/0293/017_0_90.jpg,1895-01-12,293,1,vi_yes_ver01,sn84025841,"[0.6326844180000001, 0.011006960500000001, 0.7576442174, 0.1397851591]",0.9070773721000001,"['w', '$1000', 'Keward']","Richmond, Va.",['Virginia--Richmond'],Richmond planet. [volume],Planet Pub. Co.,https://news-navigator.labs.loc.gov/data/vi_yes_ver01/data/sn84025841/00175032290/1895011201/0293/017_0_90.jpg,https://chroniclingamerica.loc.gov/data/batches/vi_yes_ver01/data/sn84025841/00175032290/1895011201/0293.jp2
12,iune_bravo_ver01/data/sn84025828/00294555705/1895102601/1091/000_0_97.jpg,1895-10-26,1091,1,iune_bravo_ver01,sn84025828,"[0.5837070469, 0.0488782428, 0.9585217109, 0.44813467370000004]",0.9750817418000001,"[""w9X9afiafiRRRRaKRRRBBBBBBBa'BiBBBTSBBBBBBB'iBr&"", 'r', 'bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbl', ""vM&jbHbVbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb'"", 'l9BBBBBBBnBBflBBBBBBRBBBBBBBBBBBBBBBBBBBBBBBHPVHn', 'VRH', '""\'', 'lnHHHH', 'SHUhJfy', 'RttBBnaBBvMPQi', '""', 'w8bbRRRRRRRRRRRRRRRRRB', 'HHplBliRRaH', ':', 'IIRHHHHK', ""'?bV?3JpV"", 'RRBGBiRRRRflBBHBflBRRH', ""IbRhRIrHsRRHrRRRbbbHb''"", ""'"", '\'Miif\'""', ""'"", 'RbRSmPh-RbbeRRRhIIRH', 'J', 'HMHHmBRHRRRBBHRm-Hr', ""'"", 'wSmtSmstflKmBBnum', ""lRtfBRRMRRRRRRRHim'"", 'Wi', ';', 'Kfm8UKmilRmMmmUBB', ':', 'BMRRBiRRRRRRRRRRRRRRRRRRRRagBM', 'RVvJf', 'RBSaBBBBBn)aHRBBvMBBBaWfl', ""WHRaWBVRRRRRHtM'Vli"", '""f', 'RRHBtHRBBLml', ""aBURHHHRiaVRRRRRRRRnQARl's"", 'i', 'RRBaHHaRRaRRRRRRHfl', 'ftl', ';', 'HHrrHrH', 'i', '1', 'rHSrrrrrMrI', ',', 'P-RRRRRRRRRRRBA', ""';"", ""'"", '.RHKrRRRbIH', ""RrRRRRRRRRHRA'"", 'VRHiHPMH-RliH', 'liRRRRRHRRRBRRKI', 'fK..-', ""RRRRTRW'TvfwPTaRVtBB"", 'l-E&RRRRRRRBRHrRtRRRR', '-IRRrKrIbRH', 'UEfa-HHlBKEBft.', ""QRHS'1HHV-.Ktf"", 'i1Rr1bbbbbbbbbbbbbbbbbbbbbb!', 'HPTBBBBBBBBBBBBBBBBBBBBBBBBt&RWjRBVBMBBBBBBRS-BBBBBBBBBBBBBBBBBBB', 'BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBmS', 'JbBBBBRBBBBBBBBBV', 'BBbWbV', 'BBbVBBBBBbIbBBBBBBBBBBBBbI', 'Ibbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb', 'rrrrrrrrrrrrrrrrrrrH', 'iHRHH', ""'''''''''''BBBBBBBBBBnBBBBBHS8VBVBlBBBBBBHBeBHS..BBBBB"", 'i', '1', 'inr', 'subject', 'of', 'our', 'sketch,', 'Mr.', 'Joseph', 'HON.', 'JOSEPH', 'J.', 'DUFFY,', 'Candidate', 'for', 'Druinago', 'CommlSBlocer.', 'other', 'Import.', 'in', 't', 'public', 'works,', 'and', 'ban', 'he', 'has', 'been', 'nominated', 'by', 'the', 'Demo']","Chicago, Ill.",['Illinois--Cook County--Chicago'],Chicago eagle. [volume],Henry F. Donovan,https://news-navigator.labs.loc.gov/data/iune_bravo_ver01/data/sn84025828/00294555705/1895102601/1091/000_0_97.jpg,https://chroniclingamerica.loc.gov/data/batches/iune_bravo_ver01/data/sn84025828/00294555705/1895102601/1091.jp2
13,ndhi_europium_ver01/data/sn88076432/00271740700/1895122601/0769/000_0_99.jpg,1895-12-26,769,1,ndhi_europium_ver01,sn88076432,"[0.47755458770000003, 0.1493748896, 0.7644625609, 0.3173463257]",0.9926856756,"['UY', 'T.', '777:', 'Tl', '1,', 'Hi,']","Langdon, N.D.",['North Dakota--Cavalier--Langdon'],Courier Democrat.,Koehmstedt & McLean,https://news-navigator.labs.loc.gov/data/ndhi_europium_ver01/data/sn88076432/00271740700/1895122601/0769/000_0_99.jpg,https://chroniclingamerica.loc.gov/data/batches/ndhi_europium_ver01/data/sn88076432/00271740700/1895122601/0769.jp2
14,whi_grace_ver01/data/sn85033139/00271769386/1895122601/0657/001_0_93.jpg,1895-12-26,657,1,whi_grace_ver01,sn85033139,"[0.7168229839, 0.7560031115, 0.9345437627000001, 0.9003235882]",0.9378626943,"['(', 'SMOKC', ""J'MU"", '&', 'CIGAR.', 'to', 'any', 'imported', 'A.', 'C.', ':SS!', 'MANUFACTURER.', 'CSHKOSH,']","Manitowoc, Wis.",['Wisconsin--Manitowoc--Manitowoc'],The Manitowoc pilot. [volume],Jeremiah Crowley,https://news-navigator.labs.loc.gov/data/whi_grace_ver01/data/sn85033139/00271769386/1895122601/0657/001_0_93.jpg,https://chroniclingamerica.loc.gov/data/batches/whi_grace_ver01/data/sn85033139/00271769386/1895122601/0657.jp2
15,wa_forks_ver01/data/sn83045604/0020219932A/1895010101/0102/000_0_98.jpg,1895-01-01,102,1,wa_forks_ver01,sn83045604,"[0.1033105409, 0.38647194360000003, 0.7414442065, 0.6026762389]",0.9821531177,[],"Seattle, Wash. Terr. [Wash.]",['Washington--King--Seattle'],The Seattle post-intelligencer. [volume],Post-Intelligencer Pub. Co.,https://news-navigator.labs.loc.gov/data/wa_forks_ver01/data/sn83045604/0020219932A/1895010101/0102/000_0_98.jpg,https://chroniclingamerica.loc.gov/data/batches/wa_forks_ver01/data/sn83045604/0020219932A/1895010101/0102.jp2
16,khi_jennison_ver01/data/sn82014635/00280760511/1895051801/0345/007_0_92.jpg,1895-05-18,345,1,khi_jennison_ver01,sn82014635,"[0.5660793517, 0.8279905792000001, 0.7624330791, 0.9498696589000001]",0.9228466749,['y3fc&'],"Wichita, Kan.",['Kansas--Sedgwick--Wichita'],The Wichita daily eagle. [volume],M.M. Murdock & R.P. Murdock,https://news-navigator.labs.loc.gov/data/khi_jennison_ver01/data/sn82014635/00280760511/1895051801/0345/007_0_92.jpg,https://chroniclingamerica.loc.gov/data/batches/khi_jennison_ver01/data/sn82014635/00280760511/1895051801/0345.jp2
17,vtu_ludlow_ver01/data/sn85038102/00202197279/1895083001/0858/000_0_98.jpg,1895-08-30,858,1,vtu_ludlow_ver01,sn85038102,"[0.1001994072, 0.3769832567, 0.4904502586, 0.5807673663]",0.9825244546,"['1', '""3.', '.', ""'-'w"", 'i""', 'THE', 'START.']","Bradford, Vt.",['Vermont--Orange--Bradford'],The united opinion. [volume],Harry E. Parker,https://news-navigator.labs.loc.gov/data/vtu_ludlow_ver01/data/sn85038102/00202197279/1895083001/0858/000_0_98.jpg,https://chroniclingamerica.loc.gov/data/batches/vtu_ludlow_ver01/data/sn85038102/00202197279/1895083001/0858.jp2
18,kyu_gandhi_ver01/data/sn86069117/00206533730/1895041601/0374/006_0_92.jpg,1895-04-16,374,1,kyu_gandhi_ver01,sn86069117,"[0.6612980284000001, 0.3529353021, 0.8069202442000001, 0.4717740192]",0.9263472557,"['Floating', 'en', 'the', 'Current.']","Maysville, Ky.",['Kentucky--Mason--Maysville'],Daily public ledger. [volume],Public Ledger Co.,https://news-navigator.labs.loc.gov/data/kyu_gandhi_ver01/data/sn86069117/00206533730/1895041601/0374/006_0_92.jpg,https://chroniclingamerica.loc.gov/data/batches/kyu_gandhi_ver01/data/sn86069117/00206533730/1895041601/0374.jp2
19,ct_animals_ver01/data/sn92051501/00271763669/1895103101/0180/001_0_95.jpg,1895-10-31,180,1,ct_animals_ver01,sn92051501,"[0.1902969668, 0.056515636200000004, 0.4010195636, 0.1901331897]",0.951718092,"['1845', 'Universalis', 'Church,', 'Stafford,', '1895.']","Stafford Springs, Conn.",['Connecticut--Tolland--Stafford Springs'],The Press.,James McLaughlin,https://news-navigator.labs.loc.gov/data/ct_animals_ver01/data/sn92051501/00271763669/1895103101/0180/001_0_95.jpg,https://chroniclingamerica.loc.gov/data/batches/ct_animals_ver01/data/sn92051501/00271763669/1895103101/0180.jp2
20,iune_bravo_ver01/data/sn84025828/00294555705/1895070601/0897/004_0_91.jpg,1895-07-06,897,1,iune_bravo_ver01,sn84025828,"[0.7140730356, 0.0479617492, 0.9736156185, 0.29987288360000003]",0.9199230671,"[""''MmMMu"", 'wlKBm&mk', 'JkWH', 'VWC', '-W4iM', 'MBBBBKhviBBBBBr', 'P', 'BBBBBBBBBHbHBbIk', "",fjsHkBW'."", ""'LaBBHnP"", '-1', ""'i"", 'V', ""'"", ""''iBBBBBkBVr"", ""'"", ""vaVBBBBBBBBBHi3'iT"", 'BBBBBBBBBBBaS', ""'BBBBBBBBBBBBBBH"", 'BJBJBJBJBJBJBJBJBJBJBJBJBJBJBJBJBJBJBJBJJJ', 'vBBBBBBBBBBBBBBBBbS', 'BBBBBBBBH', 'H', 'MMbjbbbHH', 'bbbbbbbbbbbbbbbB', 'A$BBBBBBBBBBHBJpWBl', 'BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBl', 'r', ""WBBBBf4t'ir"", 'iN?', 'v', '-fl', 'j!bbbbbbbbbbbbbBNBHBHR99PVVwIbbBmbbbbbbbS', 'HON.', 'GEORGE', 'P.', 'FOSTER,']","Chicago, Ill.",['Illinois--Cook County--Chicago'],Chicago eagle. [volume],Henry F. Donovan,https://news-navigator.labs.loc.gov/data/iune_bravo_ver01/data/sn84025828/00294555705/1895070601/0897/004_0_91.jpg,https://chroniclingamerica.loc.gov/data/batches/iune_bravo_ver01/data/sn84025828/00294555705/1895070601/0897.jp2
21,az_hedgehog_ver01/data/sn82015133/00211104673/1895051101/0414/004_0_90.jpg,1895-05-11,414,1,az_hedgehog_ver01,sn82015133,"[0.8659598028000001, 0.7118891171, 0.9745938015000001, 0.8212066983]",0.9057646394000001,[],"Tucson, Ariz",['Arizona--Pima--Tucson'],Arizona weekly citizen. [volume],Citizen Print. & Pub. Co.,https://news-navigator.labs.loc.gov/data/az_hedgehog_ver01/data/sn82015133/00211104673/1895051101/0414/004_0_90.jpg,https://chroniclingamerica.loc.gov/data/batches/az_hedgehog_ver01/data/sn82015133/00211104673/1895051101/0414.jp2
22,vtu_jicama_ver01/data/sn86082061/00415628092/1895120502/0460/004_0_95.jpg,1895-12-05,460,2,vtu_jicama_ver01,sn86082061,"[0.6551146760000001, 0.49372193470000003, 0.8183796033, 0.6344105857]",0.9515272379,[],"West Randolph, Vt.",['Vermont--Orange--Randolph'],Herald and news. [volume],E.D Upham & Co.,https://news-navigator.labs.loc.gov/data/vtu_jicama_ver01/data/sn86082061/00415628092/1895120502/0460/004_0_95.jpg,https://chroniclingamerica.loc.gov/data/batches/vtu_jicama_ver01/data/sn86082061/00415628092/1895120502/0460.jp2
23,uuml_hornacek_ver01/data/sn83045555/206539732/1895091001/0746/000_0_96.jpg,1895-09-10,746,1,uuml_hornacek_ver01,sn83045555,"[0.48444979800000004, 0.6637895692, 0.6527665312, 0.8071787132]",0.9652161002,"['a', 'a', 'uo', 'S', 'v']",Great Salt Lake City [Utah],['Utah--Salt Lake--Salt Lake City'],Deseret evening news. [volume],G.Q. Cannon,https://news-navigator.labs.loc.gov/data/uuml_hornacek_ver01/data/sn83045555/206539732/1895091001/0746/000_0_96.jpg,https://chroniclingamerica.loc.gov/data/batches/uuml_hornacek_ver01/data/sn83045555/206539732/1895091001/0746.jp2
24,iune_bravo_ver01/data/sn84025828/00294555705/1895042701/0772/000_0_97.jpg,1895-04-27,772,1,iune_bravo_ver01,sn84025828,"[0.3113643306, 0.2198994086, 0.6769136241, 0.5056643437]",0.9787917137000001,"['HON.', 'D.', 'R', 'CAMERON,', 'Who', 'Succeeds', 'LSr.', 'Trudo', 'aa', 'Proaldont', 'of', 'the', 'City', 'Hoard', ""of'"", 'Education.']","Chicago, Ill.",['Illinois--Cook County--Chicago'],Chicago eagle. [volume],Henry F. Donovan,https://news-navigator.labs.loc.gov/data/iune_bravo_ver01/data/sn84025828/00294555705/1895042701/0772/000_0_97.jpg,https://chroniclingamerica.loc.gov/data/batches/iune_bravo_ver01/data/sn84025828/00294555705/1895042701/0772.jp2
25,vtu_ludlow_ver01/data/sn85038102/00202197279/1895032902/0754/000_0_98.jpg,1895-03-29,754,2,vtu_ludlow_ver01,sn85038102,"[0.0854759866, 0.0725546195, 0.2345597761, 0.3167072748]",0.9877079725000001,"['waeons.', 'His', 'original', 'shop', 'was', '60x24', 'feet,', 'two', 'stories', 'high', 'and', 'an', 'adjoining', 'blacksmith', 'shop.', 'He', 'has', 'just', 'erected', 'a', 'new', 'paint', 'shop', 'and', 'store', 'house', '34', 'feet', 'square', 'and', 'two', 'storios', 'high.', '-1', 'it', '...,.,.', '..,.', ',', ""Bntfrfctt'tTff"", 'II.', 'WALLACE', 'CHALMERS.', 'H-', 'W.', 'Chalmers', 'married', 'Anna', 'B.,', 'daughter', 'of', 'J.', 'A.', 'Colby', 'of', 'Corinth,', 'in', '1892,', 'and', 'they', 'have', 'a', 'littie', 'daughter.', 'Annabelle.', 'Mr.', 'Chalmers', 'is', 'conduct', 'ing', 'a', 'lively', 'business', 'that', 'conduces', 'to', 'the', 'prosperity', 'of', 'all', 'classes,', 'and', 'is', 'se', 'curing', 'a', 'deserved', 'and', 'extensive', 'pat', 'ronage', 'in', 'Topsham', 'and', 'adjoining', 'towns.', 'He', 'is', 'one', 'of', 'the', 'pushing,', 'sue', 'cessful', 'young', 'men', 'of', 'the', 'town.']","Bradford, Vt.",['Vermont--Orange--Bradford'],The united opinion. [volume],Harry E. Parker,https://news-navigator.labs.loc.gov/data/vtu_ludlow_ver01/data/sn85038102/00202197279/1895032902/0754/000_0_98.jpg,https://chroniclingamerica.loc.gov/data/batches/vtu_ludlow_ver01/data/sn85038102/00202197279/1895032902/0754.jp2
26,iune_bravo_ver01/data/sn84025828/00294555705/1895061501/0858/001_0_91.jpg,1895-06-15,858,1,iune_bravo_ver01,sn84025828,"[0.3121442071, 0.21543484300000001, 0.643297077, 0.5057758997]",0.9150744081000001,"[""'"", 'Hag..', ',', ';', '$jjf', 'r', 'A', 'i?', 'iwt;', 'hmjl', ""'A,"", 'fr', 'i(', ""'"", ""'"", 'f', 'vv.', 'v', 'w', 'A', '-', 'tW&', 'iJFi2iL', '4a', ""'"", 'H', 'HON.', 'Z.', 'P.', 'BROSSEAU.', 'The', 'Wealthy', 'Board', 'cl', 'Trad', 'Man', 'and', 'Leading', 'Democrat.']","Chicago, Ill.",['Illinois--Cook County--Chicago'],Chicago eagle. [volume],Henry F. Donovan,https://news-navigator.labs.loc.gov/data/iune_bravo_ver01/data/sn84025828/00294555705/1895061501/0858/001_0_91.jpg,https://chroniclingamerica.loc.gov/data/batches/iune_bravo_ver01/data/sn84025828/00294555705/1895061501/0858.jp2
27,msar_diamond_ver01/data/sn87065469/00383344037/1895031401/1241/003_0_92.jpg,1895-03-14,1241,1,msar_diamond_ver01,sn87065469,"[0.8069706031, 0.6772781576, 0.9154504208, 0.7972768555]",0.9221628904,[],"Oxford, Lafayette Co., Miss.",['Mississippi--Lafayette--Oxford'],Oxford eagle.,J.E. Herndon,https://news-navigator.labs.loc.gov/data/msar_diamond_ver01/data/sn87065469/00383344037/1895031401/1241/003_0_92.jpg,https://chroniclingamerica.loc.gov/data/batches/msar_diamond_ver01/data/sn87065469/00383344037/1895031401/1241.jp2
28,tu_jimmy_ver02/data/sn89058007/00296020485/1895050301/0259/001_0_95.jpg,1895-05-03,259,1,tu_jimmy_ver02,sn89058007,"[0.07207806700000001, 0.0513213488, 0.2873800309, 0.2780524165]",0.9509293437,"['-', 'v', '.', '4']","Bolivar, Tenn.",['Tennessee--Hardeman--Bolivar'],The Bolivar bulletin.,Green & Williams,https://news-navigator.labs.loc.gov/data/tu_jimmy_ver02/data/sn89058007/00296020485/1895050301/0259/001_0_95.jpg,https://chroniclingamerica.loc.gov/data/batches/tu_jimmy_ver02/data/sn89058007/00296020485/1895050301/0259.jp2
29,khi_inge_ver01/data/sn82016014/00295871283/1895072401/0175/003_0_90.jpg,1895-07-24,175,1,khi_inge_ver01,sn82016014,"[0.6486824402, 0.7812418520000001, 0.9467080462, 0.9468167342]",0.9081553221,"['J-Z;f?T', 'h', '-', '""', ""i;'"", ':C', 'AL1X,', 'THE', 'GREAT', 'TROTTING', 'QUEEN', 'OF', 'THE', 'TURF.', 'Recently', 'trottsd', 'a', 'mile', 'In', ':03', 'at', 'Galesburg', 'I1L', 'She', 'is', 'noTv', '6', 'years', 'old.', 'Her', 'firs', 'ra', 'was', 'at', 'Beatrice.', 'Neb.,', 'in', 'June,', '1890,', 'as', 'a', '8-year-oia.', 'Last', 'year', 'she', 'made', 'w6,', 'The', 'first', 'trotting', 'she', 'did', 'this', 'year', 'was', 'in', 'an', 'exhibition', 'at', 'Council', 'rfluffs,', 'wnero', 'ene', ""'aiiie"", 'in2:lli4.', 'Since', 'then', 'she', 'has', 'gone', 'oa', 'steadiiy', 'reducing', 'her', 'recora.']","Topeka, Kan.",['Kansas--Shawnee--Topeka'],The Topeka state journal. [volume],F.P. MacLennan,https://news-navigator.labs.loc.gov/data/khi_inge_ver01/data/sn82016014/00295871283/1895072401/0175/003_0_90.jpg,https://chroniclingamerica.loc.gov/data/batches/khi_inge_ver01/data/sn82016014/00295871283/1895072401/0175.jp2
